********************************************************************************
Field Output Report, written Sun Apr 16 02:25:55 2023

Source 1
---------

   ODB: C:/Temp/YY_displacement.odb
   Step: Loading_step
   Frame: Increment      1: Step Time =    1.000

Loc 1 : Centroidal values from source 1

Output sorted by column "Element Label".

Field Output reported at element centroid for region: PART-1-1.Region_2

         Element         S.Mises     S.Max. Prin  S.Max. Prin(a)     S.Mid. Prin     S.Min. Prin        S.Tresca      S.Pressure     S.Third Inv           S.S11           S.S22           S.S33           S.S12           S.S13           S.S23
           Label          @Loc 1          @Loc 1          @Loc 1          @Loc 1          @Loc 1          @Loc 1          @Loc 1          @Loc 1          @Loc 1          @Loc 1          @Loc 1          @Loc 1          @Loc 1          @Loc 1
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
            4721    7.98810E+006    7.76497E+006    7.76497E+006    6.88073E+005   -8.96749E+005    8.66172E+006   -2.51877E+006    7.62226E+006    6.48136E+005    7.67262E+006   -7.64456E+005   -8.09102E+005    4.28729E+005    1.04775E+005
            4722    9.44809E+006    9.45744E+006    9.45744E+006    1.02106E+006   -7.51325E+005    1.02088E+007   -3.24239E+006    9.06267E+006    9.69312E+005    9.27018E+006   -5.12310E+005   -1.15650E+006    4.95443E+005    6.10780E+005
            4723    1.08245E+007    1.13342E+007    1.13342E+007    1.56151E+006   -3.00458E+005    1.16347E+007   -4.19843E+006    1.04551E+007    1.40120E+006    1.10178E+007    1.76301E+005   -1.58226E+006    6.34668E+005    9.47310E+005
            4724    1.20583E+007    1.33731E+007    1.33731E+007    2.35542E+006    4.91323E+005    1.28818E+007   -5.40661E+006    1.17275E+007    1.99244E+006    1.28421E+007    1.38524E+006   -2.14337E+006    6.80279E+005    1.36121E+006
            4725    9.93547E+006    1.01891E+007    1.01891E+007    5.06409E+005    1.87306E+004    1.01703E+007   -3.57140E+006    9.90849E+006    4.88973E+004    1.01105E+007    5.54760E+005   -4.89175E+005   -9.09538E+004    7.22978E+005
            4726    8.93557E+006    9.29560E+006    9.29560E+006    5.99266E+005    1.38617E+005    9.15699E+006   -3.34450E+006    8.90880E+006    2.52113E+005    9.28501E+006    4.96365E+005   -2.17189E+005   -2.00555E+005    2.12674E+005
            4727    8.41700E+006    8.45047E+006    8.45047E+006    1.55395E+005   -8.33685E+004    8.53384E+006   -2.84083E+006    8.40938E+006   -4.13181E+004    8.36565E+006    1.98162E+005   -3.37460E+005   -1.08420E+005    7.63269E+005
            4728    7.34437E+006    7.61129E+006    7.61129E+006    5.02774E+005    5.18379E+004    7.55945E+006   -2.72197E+006    7.31313E+006    1.77930E+005    7.59503E+006    3.92936E+005   -1.87410E+005   -2.07362E+005    2.83138E+005
