4721,1.62E-03
4722,1.22E-03
4723,1.01E-03
4724,8.68E-04
4725,8.69E-04
4726,9.34E-04
4727,1.04E-03
4728,1.08E-03
4729,1.34E-03
4730,1.35E-03
4731,1.92E-03
4732,1.69E-03
4733,1.92E-03
4734,1.88E-03
4735,2.26E-03
4736,1.92E-03
4737,1.67E-03
4738,1.34E-03
4739,1.11E-03
4740,9.17E-04
4741,1.89E-03
4742,1.34E-03
4743,1.05E-03
4744,8.66E-04
4745,8.78E-04
4746,1.02E-03
4747,1.22E-03
4748,1.60E-03
4749,8.12E-04
4750,7.62E-04
4751,7.72E-04
4752,7.42E-04
4753,6.95E-04
4754,7.05E-04
4755,7.05E-04
4756,6.60E-04
4757,6.72E-04
4758,9.04E-04
4759,8.44E-04
4760,8.25E-04
4761,8.06E-04
4762,7.53E-04
4763,7.43E-04
4764,7.51E-04
4765,7.00E-04
4766,6.99E-04
4767,7.33E-04
4768,6.83E-04
4769,6.71E-04
4770,7.54E-04
4771,7.04E-04
4772,7.03E-04
4773,8.22E-04
4774,7.71E-04
4775,7.71E-04
4776,7.73E-04
4777,7.56E-04
4778,8.07E-04
4779,7.06E-04
4780,6.89E-04
4781,7.35E-04
4782,6.72E-04
4783,6.56E-04
4784,7.01E-04
4785,1.02E-03
4786,8.88E-04
4787,7.88E-04
4788,6.74E-04
4789,5.72E-04
4790,1.05E-03
4791,8.95E-04
4792,7.69E-04
4793,6.60E-04
4794,5.63E-04
4795,1.08E-03
4796,8.96E-04
4797,7.44E-04
4798,6.19E-04
4799,5.44E-04
4800,1.26E-03
4801,8.85E-04
4802,6.93E-04
4803,5.72E-04
4804,5.07E-04
4805,4.88E-04
4806,5.42E-04
4807,6.14E-04
4808,7.18E-04
4809,9.73E-04
4810,1.12E-03
4811,9.34E-04
4812,9.90E-04
4813,1.05E-03
4814,1.27E-03
4815,1.26E-03
4816,1.37E-03
4817,1.27E-03
4818,1.20E-03
4819,1.15E-03
4820,1.49E-03
4821,1.26E-03
4822,1.18E-03
4823,1.11E-03
4824,1.70E-03
4825,1.36E-03
4826,1.10E-03
4827,9.16E-04
4828,1.92E-03
4829,1.35E-03
4830,1.04E-03
4831,8.57E-04
4832,8.72E-04
4833,1.01E-03
4834,1.22E-03
4835,1.61E-03
4836,1.61E-03
4837,1.23E-03
4838,1.01E-03
4839,8.68E-04
4840,8.67E-04
4841,9.13E-04
4842,1.04E-03
4843,1.08E-03
4844,1.34E-03
4845,1.34E-03
4846,1.89E-03
4847,1.68E-03
4848,1.92E-03
4849,1.88E-03
4850,2.26E-03
4851,1.92E-03
4852,4.38E-04
4853,4.45E-04
4854,4.87E-04
4855,5.02E-04
4856,5.08E-04
4857,3.97E-04
4858,4.00E-04
4859,4.38E-04
4860,4.59E-04
4861,4.71E-04
4862,3.70E-04
4863,3.88E-04
4864,4.14E-04
4865,4.30E-04
4866,4.47E-04
4867,8.30E-04
4868,8.40E-04
4869,9.01E-04
4870,7.47E-04
4871,7.47E-04
4872,8.03E-04
4873,6.96E-04
4874,6.98E-04
4875,7.50E-04
4876,6.77E-04
4877,6.84E-04
