1,1.00E-02,-1.47E-03,-1.58E-03,-6.00E-06,9.31E-08,-1.93E-05
2,1.00E-02,-1.49E-03,-1.57E-03,2.99E-06,2.85E-07,-1.68E-05
3,1.00E-02,-1.51E-03,-1.56E-03,-1.99E-06,1.59E-07,-1.42E-05
4,1.00E-02,-1.52E-03,-1.55E-03,1.16E-06,-8.07E-08,-1.01E-05
5,1.00E-02,-1.48E-03,-1.58E-03,-5.30E-06,4.12E-08,-5.37E-05
6,1.00E-02,-1.50E-03,-1.57E-03,2.48E-06,-1.32E-07,-4.88E-05
7,1.00E-02,-1.51E-03,-1.56E-03,-1.61E-06,-7.00E-08,-4.06E-05
8,1.00E-02,-1.53E-03,-1.54E-03,1.00E-06,1.38E-07,-3.06E-05
9,1.00E-02,-1.50E-03,-1.57E-03,-2.07E-06,1.24E-06,-7.98E-05
10,1.00E-02,-1.51E-03,-1.56E-03,6.72E-07,4.26E-07,-7.50E-05
11,1.00E-02,-1.52E-03,-1.55E-03,-2.84E-07,4.42E-07,-6.39E-05
12,1.00E-02,-1.54E-03,-1.54E-03,2.07E-07,-5.00E-08,-4.81E-05
13,1.00E-02,-1.52E-03,-1.57E-03,1.22E-06,1.08E-06,-9.55E-05
14,1.00E-02,-1.53E-03,-1.56E-03,-5.32E-07,1.14E-07,-9.29E-05
15,1.00E-02,-1.54E-03,-1.54E-03,6.36E-07,-1.95E-07,-8.02E-05
16,1.00E-02,-1.55E-03,-1.53E-03,-3.79E-08,3.54E-07,-6.48E-05
17,1.00E-02,-1.54E-03,-1.56E-03,5.66E-06,3.80E-06,-1.02E-04
18,1.00E-02,-1.54E-03,-1.55E-03,-1.56E-06,9.89E-07,-9.87E-05
19,1.00E-02,-1.55E-03,-1.54E-03,1.87E-06,1.01E-06,-9.29E-05
20,1.00E-02,-1.56E-03,-1.52E-03,-6.23E-07,-1.79E-07,-7.58E-05
21,1.00E-02,-1.55E-03,-1.55E-03,6.91E-06,1.76E-06,-9.25E-05
22,1.00E-02,-1.55E-03,-1.55E-03,-9.87E-07,-3.66E-07,-1.01E-04
23,1.00E-02,-1.56E-03,-1.53E-03,1.71E-06,-6.38E-07,-9.65E-05
24,1.00E-02,-1.57E-03,-1.51E-03,-6.52E-08,4.16E-07,-8.59E-05
25,1.00E-02,-1.56E-03,-1.55E-03,9.22E-06,8.22E-06,-8.78E-05
26,1.00E-02,-1.56E-03,-1.54E-03,1.48E-06,3.65E-06,-9.36E-05
27,1.00E-02,-1.56E-03,-1.53E-03,2.72E-06,2.29E-06,-9.95E-05
28,1.00E-02,-1.57E-03,-1.51E-03,1.36E-07,-1.38E-06,-8.74E-05
29,1.00E-02,-1.57E-03,-1.51E-03,3.95E-07,1.06E-06,-7.67E-05
30,1.00E-02,-1.57E-03,-1.53E-03,-1.66E-06,-3.16E-06,-8.98E-05
31,1.00E-02,-1.57E-03,-1.55E-03,-3.89E-06,-5.90E-06,-9.72E-05
32,1.00E-02,-1.56E-03,-1.56E-03,-1.62E-05,-1.54E-05,-8.33E-05
33,9.99E-03,-1.46E-03,-1.56E-03,6.05E-06,3.74E-07,-1.64E-05
34,9.99E-03,-1.47E-03,-1.57E-03,5.06E-06,6.29E-07,-4.54E-05
35,1.00E-02,-1.49E-03,-1.57E-03,1.58E-06,1.90E-07,-6.72E-05
36,1.00E-02,-1.52E-03,-1.57E-03,-2.06E-06,-7.02E-07,-8.36E-05
37,1.00E-02,-1.54E-03,-1.57E-03,-6.90E-06,-3.63E-06,-9.52E-05
38,1.00E-02,-1.56E-03,-1.57E-03,-9.34E-06,-5.65E-06,-9.98E-05
39,1.00E-02,-1.57E-03,-1.56E-03,-1.58E-05,-1.74E-05,-8.35E-05
40,1.00E-02,-1.57E-03,-1.48E-03,5.51E-07,3.48E-06,-5.72E-05
41,9.99E-03,-1.56E-03,-1.46E-03,6.97E-07,5.65E-06,-3.18E-05
42,9.99E-03,-1.56E-03,-1.46E-03,3.42E-08,5.32E-06,-7.77E-07
43,9.99E-03,-1.56E-03,-1.46E-03,-6.41E-07,5.33E-06,3.06E-05
44,1.00E-02,-1.57E-03,-1.48E-03,-3.96E-07,2.96E-06,5.61E-05
45,1.00E-02,-1.57E-03,-1.51E-03,1.21E-07,-2.10E-07,7.46E-05
46,1.00E-02,-1.57E-03,-1.53E-03,2.53E-06,-4.67E-06,8.61E-05
47,1.00E-02,-1.57E-03,-1.54E-03,6.11E-06,-8.33E-06,8.49E-05
48,1.00E-02,-1.57E-03,-1.55E-03,1.52E-05,-1.91E-05,9.24E-05
49,1.00E-02,-1.58E-03,-1.49E-03,4.77E-07,-3.41E-06,-6.63E-05
50,1.00E-02,-1.57E-03,-1.50E-03,6.74E-07,1.05E-06,-6.13E-05
51,1.00E-02,-1.56E-03,-1.51E-03,6.01E-07,-8.37E-07,-5.34E-05
52,1.00E-02,-1.55E-03,-1.52E-03,2.67E-07,3.49E-07,-4.14E-05
53,1.00E-02,-1.54E-03,-1.53E-03,-9.17E-08,-3.34E-07,-3.06E-05
54,1.00E-02,-1.54E-03,-1.54E-03,-6.05E-07,2.59E-07,-1.79E-05
55,1.00E-02,-1.53E-03,-1.54E-03,-7.44E-07,-2.31E-07,-6.50E-06
56,1.00E-02,-1.58E-03,-1.47E-03,-3.73E-07,-5.12E-06,-3.50E-05
57,1.00E-02,-1.58E-03,-1.48E-03,4.50E-09,2.01E-06,-3.03E-05
58,1.00E-02,-1.57E-03,-1.50E-03,-3.50E-07,-1.47E-06,-2.29E-05
59,1.00E-02,-1.56E-03,-1.51E-03,2.48E-09,9.74E-07,-1.67E-05
60,1.00E-02,-1.55E-03,-1.52E-03,3.81E-08,-6.19E-07,-9.88E-06
61,1.00E-02,-1.54E-03,-1.53E-03,3.87E-07,5.42E-07,-5.99E-06
62,1.00E-02,-1.54E-03,-1.54E-03,4.03E-07,-4.54E-07,-1.45E-06
63,1.00E-02,-1.58E-03,-1.47E-03,-7.28E-09,-4.85E-06,1.74E-06
64,1.00E-02,-1.58E-03,-1.48E-03,1.12E-07,1.81E-06,6.00E-06
65,1.00E-02,-1.57E-03,-1.50E-03,1.21E-07,-1.44E-06,8.73E-06
66,1.00E-02,-1.56E-03,-1.51E-03,2.02E-08,6.78E-07,1.12E-05
67,1.00E-02,-1.55E-03,-1.52E-03,-1.99E-08,-6.28E-07,9.86E-06
68,1.00E-02,-1.54E-03,-1.53E-03,-1.55E-07,4.16E-07,7.59E-06
69,1.00E-02,-1.54E-03,-1.54E-03,-1.28E-07,-3.91E-07,2.22E-06
70,1.00E-02,-1.58E-03,-1.47E-03,3.89E-08,-4.81E-06,3.88E-05
71,1.00E-02,-1.58E-03,-1.49E-03,-2.99E-07,1.87E-06,4.04E-05
72,1.00E-02,-1.57E-03,-1.50E-03,-4.10E-08,-1.31E-06,4.07E-05
73,1.00E-02,-1.56E-03,-1.52E-03,-1.00E-07,9.16E-07,3.65E-05
74,1.00E-02,-1.54E-03,-1.53E-03,-2.79E-08,-5.08E-07,3.02E-05
75,1.00E-02,-1.54E-03,-1.54E-03,-5.05E-08,5.12E-07,1.92E-05
76,1.00E-02,-1.53E-03,-1.54E-03,-1.07E-07,-3.73E-07,6.92E-06
77,1.00E-02,-1.57E-03,-1.49E-03,-4.73E-07,-2.94E-06,6.84E-05
78,1.00E-02,-1.57E-03,-1.50E-03,-4.61E-07,9.63E-07,7.04E-05
79,1.00E-02,-1.56E-03,-1.51E-03,-2.63E-07,-6.39E-07,6.64E-05
